99267496,59869316,-63985780,1782,658,-598308,5000000,0,-1099680512,32758
96488408,59895080,-63960136,1789,704,-598308,5000000,0,-1099680512,32758
96265976,59825404,-63952412,1513,572,-598308,5000000,0,-1099680512,32758
96374008,59710296,-63953896,1507,524,-598278,5000000,0,-1099680512,32758
96092936,59633144,-63954720,1146,351,-598308,5000000,0,-1099680512,32757
67057752,59333156,-63709960,1788,1044,-598168,5000000,0,-1099680512,32758
81037520,58727460,-63846608,1826,936,-598168,5000000,0,-1099680512,32758
81210048,58633288,-63808876,1825,898,-598220,5000000,0,-1099680512,32758
80990616,58566908,-63791980,1557,685,-598220,5000000,0,-1099680512,32758
80617264,58489716,-63855036,1263,718,-598208,5000000,0,-1099680512,32758
80505856,58417040,-63865248,1079,732,-598208,5000000,0,-1099680512,32758
79533032,57930904,-63809108,1429,342,-597778,5000000,0,-1099680512,32758
79576792,57833876,-63821544,1570,409,-597778,5000000,0,-1099680512,32758
79717960,57787572,-63854272,1762,528,-597938,5000000,0,-1099680512,32758
79948704,57688752,-63894920,1972,653,-597938,5000000,0,-1099680512,32758
79655080,57229572,-63752808,1718,1049,-598298,5000000,0,-1099680512,32758
79597744,57194324,-63736176,1564,848,-598298,5000000,0,-1099680512,32758
79349408,57111488,-63805536,1331,461,-598298,5000000,0,-1099680512,32758
79108920,56974316,-63821276,989,706,-598248,5000000,0,-1099680512,32758
79074136,56821376,-63736144,406,549,-598518,5000000,0,-1099680512,32758
78445520,55783824,-63711712,1631,850,-598118,5000000,0,-1099680512,32758
78969456,55671208,-63725676,1892,863,-598118,5000000,0,-1099680512,32758
78023920,55615932,-63793604,1349,1038,-597868,5000000,0,-1099680512,32758
79810752,54967796,-63771032,1547,417,-598768,5000000,0,-1099680512,32758
77177448,54909096,-63767320,1785,602,-598638,5000000,0,-1099680512,32758
79829016,54319116,-63728004,1636,843,-598228,5000000,0,-1099680512,32758
77119144,54350496,-63684644,1685,939,-598578,5000000,0,-1099680512,32758
79573840,54093660,-63727464,1140,361,-598730,5000000,0,-1099680512,32758
78706944,52972832,-63724144,1819,1024,-597818,5000000,0,-1099680512,32758
78993040,52872424,-63707544,1896,840,-597818,5000000,0,-1099680512,32758
78475976,52730144,-63718568,1507,1058,-597758,5000000,0,-1099680512,32758
79733704,52245332,-63712688,1300,853,-597758,5000000,0,-1099680512,32758
80089928,51238500,-63763124,1551,942,-597708,5000000,0,-1099680512,32758
79496072,51030804,-63774244,467,671,-597598,5000000,0,-1099680512,32758
78724800,50568976,-63800340,1802,537,-598258,5000000,0,-1099680512,32758
78768112,50487916,-63833924,1918,740,-598498,5000000,0,-1099680512,32758
78751552,50132848,-63711828,1834,1043,-598670,5000000,0,-1099680512,32758
79014352,50039516,-63681496,1860,839,-599018,5000000,0,-1099680512,32758
78512840,49988664,-63666304,1454,643,-599018,5000000,0,-1099680512,32758
78275424,49907936,-63729236,1420,1047,-599038,5000000,0,-1099680512,32758
78142472,49821864,-63736528,1156,838,-599038,5000000,0,-1099680512,32758
78010640,49745800,-63754820,991,796,-599038,5000000,0,-1099680512,32758
77200832,48536656,-63654756,1777,1031,-598040,5000000,0,-1099680512,32758
77156608,48447368,-63640692,1615,932,-598220,5000000,0,-1099680512,32758
76998072,48374892,-63652856,1398,633,-598220,5000000,0,-1099680512,32758
76912880,48291020,-63652000,1187,440,-598208,5000000,0,-1099680512,32758
76648416,48219264,-63672924,994,848,-598208,5000000,0,-1099680512,32758
76025576,47597816,-63635216,1865,676,-598258,5000000,0,-1099680512,32758
76162760,47090368,-63625292,1889,1142,-598058,5000000,0,-1099680512,32758
75880008,47022388,-63596556,1676,1007,-598058,5000000,0,-1099680512,32758
75327048,46783092,-63675720,1066,781,-598298,5000000,0,-1099680512,32758
75193440,46711412,-63704760,925,837,-598298,5000000,0,-1099680512,32758
75357760,46607984,-63646192,631,741,-597630,5000000,0,-1099680512,32758
75318176,46531368,-63637352,546,621,-597630,5000000,0,-1099680512,32758
74795072,45625432,-63693116,1920,991,-597808,5000000,0,-1099680512,32758
74909024,45511744,-63678120,1943,736,-597808,5000000,0,-1099680512,32758
74471376,45478656,-63659544,1527,984,-598088,5000000,0,-1099680512,32758
74028272,45334520,-63683348,983,815,-598188,5000000,0,-1099680512,32758
75577480,44921612,-63682660,1107,575,-598238,5000000,0,-1099680512,32758
73660864,44237804,-63741112,1988,1093,-598638,5000000,0,-1099680512,32758
73728984,44073072,-63669860,1861,906,-598806,5000000,0,-1099680512,32758
72875736,44021744,-63719200,1207,639,-598968,5000000,0,-1099680512,32757
72788216,43944628,-63730920,1082,802,-598968,5000000,0,-1099680512,32758
74654088,43417424,-63689748,1428,373,-598568,5000000,0,-1099680512,32758
72153200,43471712,-63656700,1691,957,-598420,5000000,0,-1099680512,32758
72037008,42844104,-63647960,1928,960,-598270,5000000,0,-1099680512,32758
72132568,42681148,-63616136,1865,825,-598248,5000000,0,-1099680512,32758
71230032,42530812,-63676696,1004,781,-598348,5000000,0,-1099680512,32758
70724336,41283260,-63566624,1815,1075,-598040,5000000,0,-1099680512,32758
70085784,41133460,-63611952,1197,631,-598298,5000000,0,-1099680512,32757
69954056,41062236,-63620564,978,722,-598298,5000000,0,-1099680512,32758
69682600,40989172,-63678864,730,699,-598228,5000000,0,-1099680512,32758
69850888,40901844,-63597508,620,793,-598168,5000000,0,-1099680512,32758
69203336,40591884,-63577940,1661,925,-598248,5000000,0,-1099680512,32758
69403336,40485076,-63596840,1849,1068,-598248,5000000,0,-1099680512,32758
69293784,40392156,-63622924,1886,751,-598228,5000000,0,-1099680512,32758
69111288,40349184,-63666896,1893,1023,-598228,5000000,0,-1099680512,32758
69208856,39913960,-63619372,1895,1014,-598108,5000000,0,-1099680512,32758
69107960,39858368,-63559852,1739,1172,-598108,5000000,0,-1099680512,32758
69111096,39774748,-63548848,1671,1112,-598108,5000000,0,-1099680512,32758
68633384,39718240,-63606036,1314,862,-598358,5000000,0,-1099680512,32758
68529080,39630548,-63619728,1140,784,-598298,5000000,0,-1099680512,32758
68398672,39537664,-63637348,914,700,-598298,5000000,0,-1099680512,32758
68511424,39361760,-63566712,530,683,-598220,5000000,0,-1099680512,32758
69827816,39191512,-63628736,1005,676,-598390,5000000,0,-1099680512,32758
67656872,38996376,-63555208,1668,623,-599030,5000000,0,-1099680512,32758
67968024,38484700,-63650072,1914,1076,-598568,5000000,0,-1099680512,32758
68034992,38406256,-63615008,1830,1164,-598610,5000000,0,-1099680512,32758
67220400,38008820,-63622888,737,901,-597998,5000000,0,-1099680512,32758
67182992,37930904,-63612392,602,749,-597998,5000000,0,-1099680512,32758
66702796,36999736,-63607380,1955,1491,-598528,5000000,0,-1099680512,32758
66516376,36944036,-63547400,1843,1310,-598528,5000000,0,-1099680512,32758
65786828,36582644,-63545252,632,651,-598298,5000000,0,-1099680512,32758
67059820,36440796,-63587712,950,605,-598298,5000000,0,-1099680512,32758
67213040,36350808,-63575660,1205,806,-598298,5000000,0,-1099680512,32758
67353128,35763356,-63747020,1920,488,-598070,5000000,0,-1099680512,32758
67299912,35403444,-63555584,1410,732,-597778,5000000,0,-1099680512,32758
67191512,35362188,-63560804,1294,979,-597778,5000000,0,-1099680512,32758
67012532,35278032,-63580724,934,700,-597778,5000000,0,-1099680512,32758
66829584,35193836,-63618932,800,900,-597938,5000000,0,-1099680512,32758
66448128,34711656,-63542176,1817,732,-597468,5000000,0,-1099680512,32758
66349408,34631916,-63574480,1877,603,-597468,5000000,0,-1099680512,32758
66418608,34197040,-63603400,1960,894,-598008,5000000,0,-1099680512,32758
66299708,34117132,-63542900,1744,1113,-597888,5000000,0,-1099680512,32758
66411248,34063368,-63515456,1696,1020,-597888,5000000,0,-1099680512,32758
65730412,33939836,-63580372,1070,711,-597980,5000000,0,-1099680512,32758
65583764,33685060,-63544044,348,319,-598308,5000000,0,-1099680512,32758
67158448,33436068,-63594392,1140,684,-598288,5000000,0,-1099680512,32758
65030748,32771148,-63525856,1936,911,-598620,5000000,0,-1099680512,32758
65186084,32689298,-63495044,1845,1137,-598620,5000000,0,-1099680512,32758
64238952,32459064,-63561828,1136,918,-598798,5000000,0,-1099680512,32758
65827984,32223536,-63533852,1813,1680,-598940,5000000,0,-1099680512,32758
65718980,32076388,-63579564,1054,650,-598528,5000000,0,-1099680512,32758
65807604,32002902,-63575500,1244,748,-598528,5000000,0,-1099680512,32758
66120880,31909980,-63528148,1539,1074,-598308,5000000,0,-1099680512,32758
66401160,31195344,-63513924,1896,1212,-598058,5000000,0,-1099680512,32758
65971356,31148968,-63487260,1573,1037,-598108,5000000,0,-1099680512,32758
65712756,30908942,-63577260,1243,797,-597580,5000000,0,-1099680512,32758
65184808,29911988,-63532092,2083,584,-597808,5000000,0,-1099680512,32758
65085704,29826782,-63454552,1844,1294,-597808,5000000,0,-1099680512,32758
65325368,29751974,-63445484,1812,1355,-597808,5000000,0,-1099680512,32758
64472156,29695156,-63495716,1508,1105,-597950,5000000,0,-1099680512,32758
64361500,29623394,-63505836,1173,819,-597950,5000000,0,-1099680512,32758
64244336,29394480,-63482940,580,823,-598440,5000000,0,-1099680512,32758
65883400,28822634,-63731752,1946,935,-598918,5000000,0,-1099680512,32758
63766796,28822952,-63580016,1957,998,-599268,5000000,0,-1099680512,32758
64030620,28398034,-63428224,1897,1042,-598940,5000000,0,-1099680512,32758
63969848,28322738,-63406996,1928,1918,-598660,5000000,0,-1099680512,32758
63075372,27942700,-63417500,1842,939,-598718,5000000,0,-1099680512,32758
67353824,26669866,-63501348,1193,885,-598190,5000000,0,-1099680512,32758
67397824,26504230,-63457088,796,943,-597808,5000000,0,-1099680512,32758
66454644,26107980,-63420300,1582,888,-598040,5000000,0,-1099680512,32758
66708680,26012470,-63450212,1820,902,-597860,5000000,0,-1099680512,32758
66532848,25947550,-63472584,1838,801,-597860,5000000,0,-1099680512,32758
66611632,25878240,-63498512,1926,911,-597618,5000000,0,-1099680512,32758
66171760,25726068,-63702576,2019,1106,-597938,5000000,0,-1099680512,32758
66575140,25533572,-63462196,1859,1204,-598380,5000000,0,-1099680512,32758
66535620,25464934,-63424084,1762,1083,-598380,5000000,0,-1099680512,32758
65968200,25316980,-63466064,1225,835,-598320,5000000,0,-1099680512,32758
65856720,25241568,-63482312,1002,723,-598390,5000000,0,-1099680512,32758
66036652,25143972,-63534792,1173,765,-598578,5000000,0,-1099680512,32758
65927056,25064318,-63435584,545,572,-598578,5000000,0,-1099680512,32758
67411304,24748028,-63474372,1311,820,-598336,5000000,0,-1099680512,32758
65165088,24580540,-63444740,1833,596,-598258,5000000,0,-1099680512,32758
65280456,24076364,-63565712,1794,799,-598698,5000000,0,-1099680512,32758
65981604,23448050,-63530064,1067,779,-598158,5000000,0,-1099680512,32758
66900384,23325654,-63454760,1670,1203,-598200,5000000,0,-1099680512,32758
66215992,22889248,-63800732,1918,768,-597920,5000000,0,-1099680512,32758
66774444,22700612,-63597620,2002,892,-598008,5000000,0,-1099680512,32758
66584320,22624330,-63547224,1803,1248,-598008,5000000,0,-1099680512,32758
66036492,22535486,-63601164,1423,804,-597750,5000000,0,-1099680512,32758
65819112,22398622,-63607036,1103,879,-597738,5000000,0,-1099680512,32758
65663344,22319224,-63622792,830,752,-597738,5000000,0,-1099680512,32758
65957344,22222512,-63531196,726,964,-597738,5000000,0,-1099680512,32758
65163440,21835078,-63482280,1673,963,-598128,4999999,0,-1099680512,32758
65263136,21740270,-63512304,1800,1008,-598128,5000000,0,-1099680512,32758
65164380,21676590,-63557544,1864,927,-598490,5000000,0,-1099680512,32758
65439244,21144320,-63516588,1908,1152,-598238,5000000,0,-1099680512,32758
65403648,21071476,-63474188,1823,1154,-598238,5000000,0,-1099680512,32758
64617164,20933584,-63525280,1201,821,-598158,5000000,0,-1099680512,32758
64505780,20863000,-63538776,1050,797,-598158,5000000,0,-1099680512,32758
64328136,20775370,-63574036,689,553,-598220,5000000,0,-1099680512,32758
64621644,20685112,-63487480,570,685,-598220,5000000,0,-1099680512,32758
63739112,20308988,-63476924,1713,1005,-598078,5000000,0,-1099680512,32758
63836364,20229126,-63513648,1861,933,-598078,5000000,0,-1099680512,32758
63814064,20134380,-63563792,1929,622,-598258,5000000,0,-1099680512,32758
63034320,19413324,-63522180,1307,1118,-598128,5000000,0,-1099680512,32758
79120104,17983842,-63456068,1909,1268,-598138,5000000,0,-1099680512,32758
79267800,17892356,-63449268,1924,842,-598298,5000000,0,-1099680512,32758
78377432,17747962,-63506508,1152,871,-598558,5000000,0,-1099680512,32758
78203680,17679886,-63529344,895,681,-598558,5000000,0,-1099680512,32758
78007112,17602784,-63560536,513,566,-598540,5000000,0,-1099680512,32758
77696952,17145796,-63485596,1831,557,-598238,5000000,0,-1099680512,32758
77517808,17072570,-63517812,1792,675,-598118,5000000,0,-1099680512,32758
77589552,16987696,-63539940,1883,695,-598008,5000000,0,-1099680512,32758
77512496,16557933,-63310500,1815,1204,-597958,5000000,0,-1099680512,32758
77208424,16490604,-63296668,1583,978,-597800,5000000,0,-1099680512,32758
76989232,16405043,-63345404,1375,785,-597898,5000000,0,-1099680512,32758
76835680,16309547,-63371924,1156,734,-598040,5000000,0,-1099680512,32758
76683176,16270761,-63385876,925,710,-598040,5000000,0,-1099680512,32758
75991304,14862689,-63442088,1500,692,-598748,5000000,0,-1099680512,32758
75457456,14782965,-63526520,1078,797,-598968,5000000,0,-1099680512,32758
75347752,14707158,-63531628,831,548,-599208,4999999,0,-1099680512,32758
75502744,14601611,-63474596,616,775,-599208,5000000,0,-1099680512,32758
75384592,14497363,-63477104,490,606,-598848,5000000,0,-1099680512,32758
74570944,14177208,-63471400,1584,692,-598600,5000000,0,-1099680512,32758
74889232,14079155,-63517852,1875,782,-598548,5000000,0,-1099680512,32758
75001800,13683470,-63475000,1936,1007,-598108,5000000,0,-1099680512,32758
74726304,13617908,-63419788,1674,1137,-597950,5000000,0,-1099680512,32758
74814056,13535121,-63416712,1652,1144,-597950,5000000,0,-1099680512,32758
74726928,13454955,-63424800,1486,781,-597768,5000000,0,-1099680512,32758
74223496,13357344,-63499000,1185,1005,-597790,4999999,0,-1099680512,32758
74092968,13257918,-63505616,864,730,-597790,5000000,0,-1099680512,32758
73893992,13181572,-63555916,602,755,-598058,5000000,0,-1099680512,32758
75593928,12976204,-63526368,988,634,-597800,5000000,0,-1099680512,32758
73540528,12127365,-63338732,1782,992,-598838,5000000,0,-1099680512,32758
72929384,11897034,-63402784,1121,724,-599030,5000000,0,-1099680512,32758
72754080,11823811,-63435896,892,722,-599198,5000000,0,-1099680512,32758
72600864,11754945,-63462792,635,550,-599198,5000000,0,-1099680512,32758
72857696,11650755,-63369580,523,640,-599398,5000000,0,-1099680512,32758
72004680,11286961,-63371840,1669,873,-599130,5000000,0,-1099680512,32758
72101912,11196138,-63396644,1821,981,-599038,5000000,0,-1099680512,32758
72184192,10794106,-63352612,1818,1082,-598398,5000000,0,-1099680512,32758
72210280,10698900,-63308228,1696,1136,-598398,5000000,0,-1099680512,32758
71976448,10593614,-63341136,1547,830,-598448,5000000,0,-1099680512,32758
71752352,10520180,-63383244,1325,819,-598448,5000000,0,-1099680512,32758
71667080,10454253,-63385364,1183,900,-598138,5000000,0,-1099680512,32758
71514432,10376399,-63405176,943,774,-598190,5000000,0,-1099680512,32758
71317104,10304286,-63454224,569,595,-598190,5000000,0,-1099680512,32758
71093760,9266158,-63353004,1983,1118,-598600,5000000,0,-1099680512,32758
70864136,9200351,-63290364,1792,1204,-598600,5000000,0,-1099680512,32758
70954088,9112218,-63269256,1750,1011,-598558,5000000,0,-1099680512,32758
70367880,9004227,-63329656,1395,835,-598528,5000000,0,-1099680512,32758
70260952,8925137,-63340160,1132,659,-598528,5000000,0,-1099680512,32758
70128768,8886780,-63351916,990,753,-598528,5000000,0,-1099680512,32758
70330088,8771185,-63404176,1229,932,-598940,5000000,0,-1099680512,32758
70178144,8748666,-63306544,505,630,-598940,5000000,0,-1099680512,32758
69406616,8416605,-63290376,1647,911,-599148,5000000,0,-1099680512,32758
69614408,8333165,-63306432,1835,668,-599148,5000000,0,-1099680512,32758
69612016,8243286,-63339180,1902,1029,-599148,5000000,0,-1099680512,32758
